Commune,UrbanLevel
"Lichtenau, Stadt",3
"Paderborn, Stadt",1
"Salzkotten, Stadt",3
"Bad Wünnenberg, Stadt",3
"Bochum, Stadt",1
"Dortmund, Stadt",1
"Hagen, Stadt der FernUniversität",1
"Hamm, Stadt",1
"Herne, Stadt",1
"Breckerfeld, Hansestadt",2
"Ennepetal, Stadt der Kluterthöhle",2
"Gevelsberg, Stadt",2
"Hattingen, Stadt",1
"Herdecke, Stadt",2
"Schwelm, Stadt",2
"Sprockhövel, Stadt",2
"Wetter (Ruhr), Stadt",2
"Witten, Stadt",1
"Arnsberg, Stadt",2
Bestwig,2
"Brilon, Stadt",2
Eslohe (Sauerland),3
"Hallenberg, Stadt",3
"Marsberg, Stadt",3
"Medebach, Hansestadt",3
"Meschede, Kreis- und  Hochschulstadt",2
"Olsberg, Stadt",2
"Schmallenberg, Stadt",3
"Sundern (Sauerland), Stadt",2
"Winterberg, Stadt",3
"Altena, Stadt",2
"Balve, Stadt",2
"Halver, Stadt",2
"Hemer, Stadt",2
Herscheid,3
"Iserlohn, Stadt",1
"Kierspe, Stadt",2
"Lüdenscheid, Stadt",1
"Meinerzhagen, Stadt",2
"Menden (Sauerland), Stadt",2
Nachrodt-Wiblingwerde,2
"Neuenrade, Stadt",2
"Plettenberg, Stadt",2
Schalksmühle,2
"Werdohl, Stadt",2
"Attendorn, Hansestadt",2
"Drolshagen, Stadt",2
Finnentrop,2
Kirchhundem,3
"Lennestadt, Stadt",2
"Olpe, Stadt",2
Wenden,3
"Bad Berleburg, Stadt",3
Burbach,3
Erndtebrück,3
"Freudenberg, Stadt",2
"Hilchenbach, Stadt",2
"Kreuztal, Stadt",2
"Bad Laasphe, Stadt",3
"Netphen, Stadt",2
Neunkirchen,2
"Siegen, Universitätsstadt",1
Wilnsdorf,2
Anröchte,2
Bad Sassendorf,2
Ense,2
"Erwitte, Stadt",2
"Geseke, Stadt",2
Lippetal,3
"Lippstadt, Stadt",2
Möhnesee,3
"Rüthen, Stadt",3
"Soest, Stadt",2
"Warstein, Stadt",2
Welver,3
"Werl, Stadt",2
Wickede (Ruhr),2
"Bergkamen, Stadt",2
Bönen,2
"Fröndenberg/Ruhr, Stadt",2
Holzwickede,2
"Kamen, Stadt",2
"Lünen, Stadt",1
"Schwerte, Hansestadt an der Ruhr",2
"Selm, Stadt",2
"Unna, Stadt",1
"Werne, Stadt",2
"Darmstadt, Wissenschaftsstadt",1
"Frankfurt am Main, Stadt",1
"Offenbach am Main, Stadt",1
"Wiesbaden, Landeshauptstadt",1
Abtsteinach,3
"Bensheim, Stadt",2
Biblis,2
Birkenau,2
"Bürstadt, Stadt",2
Einhausen,2
Fürth,2
Gorxheimertal,2
Grasellenbach,3
Groß-Rohrheim,3
"Heppenheim (Bergstraße), Kreisstadt",2
"Hirschhorn (Neckar), Stadt",3
"Lampertheim, Stadt",2
Lautertal (Odenwald),2
"Lindenfels, Stadt",2
"Lorsch, Karolingerstadt",2
Mörlenbach,2
"Neckarsteinach, Stadt",2
Rimbach,2
"Viernheim, Stadt",2
Wald-Michelbach,3
"Zwingenberg, Stadt",2
"Michelbuch, gemfr. Gebiet",3
Alsbach-Hähnlein,2
"Babenhausen, Stadt",2
Bickenbach,2
"Dieburg, Stadt",2
Eppertshausen,2
Erzhausen,2
Fischbachtal,3
"Griesheim, Stadt",2
"Groß-Bieberau, Stadt",3
"Groß-Umstadt, Stadt",2
Groß-Zimmern,2
Messel,3
Modautal,3
Mühltal,2
Münster (Hessen),2
"Ober-Ramstadt, Stadt",2
Otzberg,3
"Pfungstadt, Stadt",2
"Reinheim, Stadt",2
Roßdorf,2
Schaafheim,2
Seeheim-Jugenheim,2
"Weiterstadt, Stadt",2
Biebesheim am Rhein,2
Bischofsheim,2
Büttelborn,2
"Gernsheim, Schöfferstadt",2
"Ginsheim-Gustavsburg, Stadt",2
"Groß-Gerau, Stadt",2
"Kelsterbach, Stadt",2
"Mörfelden-Walldorf, Stadt",2
Nauheim,2
"Raunheim, Stadt",1
"Riedstadt, Büchnerstadt",2
"Rüsselsheim am Main, Stadt",1
Stockstadt am Rhein,2
Trebur,3
"Bad Homburg v. d. Höhe, Stadt",2
"Friedrichsdorf, Philipp-Reis-Stadt",2
Glashütten,3
Grävenwiesbach,3
"Königstein im Taunus, Stadt",2
"Kronberg im Taunus, Stadt",2
"Neu-Anspach, Stadt",2
"Oberursel (Taunus), Stadt",1
Schmitten im Taunus,2
"Steinbach (Taunus), Stadt",1
"Usingen, Stadt",2
Wehrheim,2
Weilrod,3
"Bad Orb, Stadt",2
"Bad Soden-Salmünster, Stadt",2
Biebergemünd,3
Birstein,3
Brachttal,3
"Bruchköbel, Stadt",2
"Erlensee, Stadt",2
Flörsbachtal,3
Freigericht,2
"Gelnhausen, Barbarossastadt, Kreisstadt",2
Großkrotzenburg,2
Gründau,2
Hammersbach,3
"Hanau, Brüder-Grimm-Stadt",1
Hasselroth,2
Jossgrund,3
"Langenselbold, Stadt",2
Linsengericht,2
"Maintal, Stadt",2
Neuberg,2
"Nidderau, Stadt",2
Niederdorfelden,2
Rodenbach,2
Ronneburg,3
"Schlüchtern, Stadt",2
Schöneck,2
Sinntal,3
"Steinau an der Straße, Brüder-Grimm-Stadt",3
"Wächtersbach, Stadt",2
"Gutsbezirk Spessart, gemfr. Gebiet",3
"Bad Soden am Taunus, Stadt",2
"Eppstein, Stadt",2
"Eschborn, Stadt",2
"Flörsheim am Main, Stadt",1
"Hattersheim am Main, Stadt",2
"Hochheim am Main, Stadt",2
"Hofheim am Taunus, Kreisstadt",2
"Kelkheim (Taunus), Stadt",2
Kriftel,2
Liederbach am Taunus,2
"Schwalbach am Taunus, Stadt",2
Sulzbach (Taunus),2
"Bad König, Stadt",2
Brensbach,3
"Breuberg, Stadt",2
Brombachtal,3
"Erbach, Kreisstadt",2
Fränkisch-Crumbach,3
Höchst i. Odw.,2
Lützelbach,3
"Michelstadt, Stadt",2
Mossautal,3
Reichelsheim (Odenwald),3
"Oberzent, Stadt",3
"Dietzenbach, Kreisstadt",2
"Dreieich, Stadt",2
Egelsbach,2
Hainburg,2
"Heusenstamm, Stadt",2
"Langen (Hessen), Stadt",2
Mainhausen,2
"Mühlheim am Main, Stadt",2
"Neu-Isenburg, Hugenotten- und Waldenserstadt",2
"Obertshausen, Stadt",2
"Rodgau, Stadt",2
"Rödermark, Stadt",2
"Seligenstadt, Einhardstadt",2
Aarbergen,3
"Bad Schwalbach, Kreisstadt",2
"Eltville am Rhein, Stadt",2
"Geisenheim, Hochschulstadt",2
Heidenrod,3
Hohenstein,3
Hünstetten,3
"Idstein, Hochschulstadt",2
Kiedrich,2
"Lorch, Stadt",3
Niedernhausen,2
"Oestrich-Winkel, Stadt",2
"Rüdesheim am Rhein, Stadt",2
Schlangenbad,3
"Taunusstein, Stadt",2
Waldems,3
Walluf,2
Altenstadt,2
"Bad Nauheim, Stadt",2
"Bad Vilbel, Stadt",2
"Büdingen, Stadt",3
"Butzbach, Friedrich-Ludwig-Weidig-Stadt",2
Echzell,2
"Florstadt, Stadt",3
"Friedberg (Hessen), Kreisstadt",2
"Gedern, Stadt",3
Glauburg,3
Hirzenhain,3
"Karben, Stadt",2
Kefenrod,3
Limeshain,2
"Münzenberg, Stadt",3
"Nidda, Stadt",2
"Niddatal, Stadt",2
Ober-Mörlen,2
"Ortenberg, Stadt",3
Ranstadt,3
"Reichelsheim (Wetterau), Stadt",2
Rockenberg,2
"Rosbach v. d. Höhe, Stadt",2
Wölfersheim,2
Wöllstadt,2
"Allendorf (Lumda), Stadt",3
Biebertal,2
Buseck,2
Fernwald,3
"Gießen, Universitätsstadt",1
"Grünberg, Stadt",3
Heuchelheim a. d. Lahn,2
"Hungen, Stadt",3
Langgöns,2
"Laubach, Stadt",3
"Lich, Stadt",2
"Linden, Stadt",2
"Lollar, Stadt",2
"Pohlheim, Stadt",2
Rabenau,3
Reiskirchen,3
"Staufenberg, Stadt",2
Wettenberg,2
"Aßlar, Stadt",2
Bischoffen,3
"Braunfels, Stadt",2
Breitscheid,3
Dietzhölztal,2
"Dillenburg, Oranienstadt",2
Driedorf,3
Ehringshausen,2
Eschenburg,2
Greifenstein,3
"Haiger, Stadt",2
"Herborn, Stadt",2
Hohenahr,3
Hüttenberg,2
Lahnau,2
"Leun, Stadt",3
Mittenaar,2
Schöffengrund,3
Siegbach,3
Sinn,2
"Solms, Stadt",2
Waldsolms,2
"Wetzlar, Stadt",2
Beselich,3
Brechen,2
"Bad Camberg, Stadt",2
Dornburg,3
Elbtal,3
Elz,2
"Hadamar, Stadt",2
Hünfelden,3
"Limburg a. d. Lahn, Kreisstadt",2
Löhnberg,2
"Mengerskirchen, Marktflecken",3
"Merenberg, Marktflecken",3
"Runkel, Stadt",3
Selters (Taunus),2
"Villmar, Marktflecken",3
Waldbrunn (Westerwald),3
"Weilburg, Stadt",2
"Weilmünster, Marktflecken",3
Weinbach,3
"Amöneburg, Stadt",3
Angelburg,2
Bad Endbach,3
"Biedenkopf, Stadt",2
Breidenbach,3
Cölbe,3
Dautphetal,3
Ebsdorfergrund,3
Fronhausen,3
"Gladenbach, Stadt",2
"Kirchhain, Stadt",2
Lahntal,3
Lohra,3
"Marburg, Universitätsstadt",2
Münchhausen,3
"Neustadt (Hessen), Stadt",2
"Rauschenberg, Stadt",3
"Stadtallendorf, Stadt",2
Steffenberg,3
Weimar (Lahn),2
"Wetter (Hessen), Stadt",3
Wohratal,3
"Alsfeld, Stadt",2
Antrifttal,3
Feldatal,3
Freiensteinau,3
Gemünden (Felda),3
"Grebenau, Stadt",3
Grebenhain,3
"Herbstein, Stadt",3
"Homberg (Ohm), Stadt",3
"Kirtorf, Stadt",3
"Lauterbach (Hessen), Kreisstadt",2
Lautertal (Vogelsberg),3
Mücke,3
"Romrod, Stadt",3
"Schlitz, Stadt",3
"Schotten, Stadt",3
Schwalmtal,3
"Ulrichstein, Stadt",3
Wartenberg,3
"Kassel, documenta-Stadt",1
Bad Salzschlirf,3
"Burghaun, Marktgemeinde",3
Dipperz,3
Ebersburg,3
Ehrenberg (Rhön),3
Eichenzell,3
"Eiterfeld, Marktgemeinde",3
Flieden,2
"Fulda, Stadt",2
"Gersfeld (Rhön), Stadt",3
Großenlüder,3
"Hilders, Marktgemeinde",3
Hofbieber,3
Hosenfeld,3
"Hünfeld, Konrad-Zuse-Stadt",2
Kalbach,3
Künzell,2
Neuhof,3
Nüsttal,3
Petersberg,2
Poppenhausen (Wasserkuppe),3
"Rasdorf, Point-Alpha-Gemeinde",3
"Tann (Rhön), Stadt",3
Alheim,3
"Bad Hersfeld, Kreisstadt",2
"Bebra, Stadt",2
Breitenbach a. Herzberg,3
Cornberg,3
Friedewald,3
Hauneck,2
Haunetal,3
"Heringen (Werra), Stadt",3
Hohenroda,3
Kirchheim,3
Ludwigsau,3
Nentershausen,3
Neuenstein,3
"Niederaula, Marktgemeinde",3
"Philippsthal (Werra), Marktgemeinde",3
Ronshausen,3
"Rotenburg a. d. Fulda, Stadt",2
Schenklengsfeld,3
Wildeck,3
Ahnatal,2
"Bad Karlshafen, Stadt",3
"Baunatal, Stadt",2
Breuna,3
Calden,3
Bad Emstal,3
Espenau,3
Fuldabrück,2
Fuldatal,2
"Grebenstein, Stadt",3
Habichtswald,3
Helsa,3
"Hofgeismar, Stadt",2
"Immenhausen, Stadt",3
"Kaufungen, Kunigundengemeinde",2
"Liebenau, Stadt",3
Lohfelden,2
"Naumburg, Stadt",3
Nieste,3
Niestetal,2
Reinhardshagen,2
Schauenburg,2
Söhrewald,3
"Trendelburg, Stadt",3
"Vellmar, Stadt",2
"Wolfhagen, Hans-Staden-Stadt",2
"Zierenberg, Stadt",3
Wesertal,3
"Gutsbezirk Reinhardswald, gemfr. Gebiet",2
"Borken (Hessen), Stadt",3
Edermünde,3
"Felsberg, Stadt",2
"Frielendorf, Marktflecken",3
"Fritzlar, Dom- und Kaiserstadt",2
Gilserberg,3
"Gudensberg, Stadt",2
Guxhagen,2
"Homberg (Efze), Reformationsstadt, Kreisstadt",2
Jesberg,3
Knüllwald,3
Körle,3
Malsfeld,3
"Melsungen, Stadt",2
Morschen,3
Neuental,3
"Neukirchen, Stadt",3
"Niedenstein, Stadt",3
Oberaula,3
Ottrau,3
Schrecksbach,3
"Schwalmstadt, Konfirmationsstadt",3
"Schwarzenborn, Stadt",3
"Spangenberg, Liebenbachstadt",3
Wabern,3
Willingshausen,3
Bad Zwesten,3
Allendorf (Eder),2
"Bad Arolsen, Stadt",2
"Bad Wildungen, Stadt",2
"Battenberg (Eder), Stadt",3
Burgwald,3
Diemelsee,3
"Diemelstadt, Stadt",3
"Edertal, Nationalparkgemeinde",3
"Frankenau, Nationalparkstadt",3
"Frankenberg (Eder), Philipp-Soldan-Stadt",2
"Gemünden (Wohra), Stadt",3
Haina (Kloster),3
"Hatzfeld (Eder), Stadt",3
"Korbach, Hansestadt, Kreisstadt",2
"Lichtenfels, Stadt",3
"Rosenthal, Stadt",3
Twistetal,3
"Vöhl, Nationalparkgemeinde",3
"Volkmarsen, Stadt",3
"Waldeck, Nationalparkstadt",3
Willingen (Upland),3
"Bad Sooden-Allendorf, Stadt",2
Berkatal,3
"Eschwege, Kreisstadt",2
"Großalmerode, Stadt",3
Herleshausen,3
"Hessisch Lichtenau, Stadt",2
Meinhard,3
Meißner,3
Neu-Eichenberg,3
Ringgau,3
"Sontra, Stadt",3
"Waldkappel, Stadt",3
"Wanfried, Stadt",3
Wehretal,3
Weißenborn,3
"Witzenhausen, Stadt",3
"Gutsbezirk Kaufunger Wald, gemfr. Gebiet",3
Gemeinsames deutsch-luxemburgisches Hoheitsgebiet,3
"Koblenz, Stadt",1
"Bad Neuenahr-Ahrweiler, Stadt",2
"Remagen, Stadt",2
"Sinzig, Stadt",2
Grafschaft,2
"Adenau, Stadt",3
Antweiler,3
Aremberg,3
Barweiler,3
Bauler,3
Dankerath,3
Dorsel,3
Eichenbach,3
Fuchshofen,3
Harscheid,3
Herschbroich,3
Hoffeld,3
Honerath,3
Hümmel,3
Insul,3
Kaltenborn,3
Kottenborn,3
Leimbach,3
Meuspath,3
Müllenbach,3
Müsch,3
Nürburg,3
Ohlenhard,3
Pomster,3
Quiddelbach,3
Reifferscheid,3
Rodder,3
Schuld,3
Senscheid,3
Sierscheid,3
Trierscheid,3
Wershofen,3
Wiesemscheid,3
Wimbach,3
Winnerath,3
Wirft,3
Dümpelfeld,3
Ahrbrück,3
Altenahr,3
Berg,3
Dernau,3
Heckenbach,3
Hönningen,3
Kalenborn,3
Kesseling,3
Kirchsahr,3
Lind,3
Mayschoß,3
Rech,3
"Bad Breisig, Stadt",2
Brohl-Lützing,3
Gönnersdorf,3
Waldorf,3
Dedenbach,3
Königsfeld,3
Niederdürenbach,3
Niederzissen,3
Oberdürenbach,3
Oberzissen,3
Schalkenbach,3
Brenk,3
Burgbrohl,3
Galenberg,3
Glees,3
Hohenleimbach,3
Spessart,3
Wassenach,3
Wehr,3
Weibern,3
Kempenich,3
"Daaden, Stadt",3
Derschen,3
Emmerzhausen,3
Friedewald,3
"Herdorf, Stadt",2
Mauden,3
Niederdreisbach,3
Nisterberg,3
Schutzbach,3
Weitefeld,3
Birkenbeul,3
Bitzen,2
Breitscheidt,2
Bruchertseifen,3
Etzbach,2
Forst,2
Fürthen,2
"Hamm (Sieg), Raiffeisengemeinde",2
Niederirsen,3
Pracht,2
Roth,2
Seelbach bei Hamm (Sieg),3
Brachbach,2
Friesenhagen,3
Harbach,3
"Kirchen (Sieg), Stadt",2
Mudersbach,2
Niederfischbach,3
Birken-Honigsessen,3
Mittelhof,3
Hövels,3
Katzwinkel (Sieg),3
Selbach (Sieg),3
"Wissen, Stadt",2
Alsdorf,2
"Betzdorf, Stadt",2
Dickendorf,3
Elben,3
Elkenroth,3
Fensdorf,3
Gebhardshain,3
Grünebach,3
Kausen,3
Malberg,3
Molzhain,3
Nauroth,2
Rosenheim (Landkreis Altenkirchen),3
Scheuerfeld,2
Steinebach/ Sieg,3
Steineroth,3
Wallmenroth,2
Almersbach,2
Bachenberg,3
Berzhausen,3
Birnbach,3
Bürdenbach,3
Burglahr,3
Busenhausen,3
Eichelhardt,3
Eichen,3
Ersfeld,3
Eulenberg,3
Fiersbach,3
Flammersfeld,3
Fluterschen,2
Forstmehren,3
Gieleroth,3
Giershausen,3
Güllesheim,2
Hasselbach,3
Helmenzen,2
Helmeroth,3
Hemmelzen,3
Heupelzen,3
Hilgenroth,3
Hirz-Maulsbach,3
Horhausen (Westerwald),2
Idelberg,3
Ingelbach,3
Isert,3
Kescheid,3
Kettenhausen,2
Kircheib,3
Kraam,3
Krunkel,3
Mammelzen,2
Mehren,3
Michelbach (Westerwald),2
Niedersteinebach,3
Obererbach (Westerwald),3
Oberirsen,3
Oberlahr,3
Obersteinebach,3
Oberwambach,3
Ölsen,3
Orfgen,3
Peterslahr,3
Pleckhausen,2
Racksen,3
Reiferscheid,3
Rettersen,3
Rott,3
Schöneberg,3
Schürdt,3
Seelbach (Westerwald),3
Seifen,3
Sörth,3
Stürzelbach,3
Volkerzen,3
Walterschen,3
Werkhausen,3
Weyerbusch,3
Willroth,2
Wölmersen,3
Ziegenhain,3
Berod bei Hachenburg,3
"Altenkirchen (Westerwald), Stadt",2
Neitersen,3
"Bad Kreuznach, Stadt",2
Altenbamberg,3
Biebelsheim,2
Feilbingert,3
Frei-Laubersheim,3
Fürfeld,3
Hackenheim,2
Hallgarten,3
Hochstätten,3
Neu-Bamberg,3
Pfaffen-Schwabenheim,3
Pleitersheim,3
Tiefenthal,3
Volxheim,2
Allenfeld,3
Argenschwang,3
Bockenau,3
Boos,3
Braunweiler,3
Burgsponheim,3
Dalberg,3
Duchroth,3
Gebroth,3
Gutenberg,3
Hargesheim,2
Hergenfeld,3
Hüffelsheim,3
Mandel,3
Münchwald,3
Niederhausen,3
Norheim,2
Oberhausen an der Nahe,3
Oberstreit,3
Roxheim,2
Sankt Katharinen,3
Schloßböckelheim,3
Sommerloch,3
Spabrücken,3
Spall,3
Sponheim,3
Traisen,2
Waldböckelheim,3
Wallhausen,3
Weinsheim,3
Winterbach,3
Rüdesheim,2
Bärenbach,3
Becherbach bei Kirn,3
Brauweiler,3
Hahnenbach,2
Heimweiler,3
Heinzenberg,3
Hennweiler,2
Hochstetten-Dhaun,3
Horbach,3
"Kirn, Stadt",2
Limbach,3
Meckenbach,3
Oberhausen bei Kirn,2
Otzweiler,3
Simmertal,3
Weitersborn,3
Bruschied,3
Kellenbach,3
Königsau,3
Schneppenbach,3
Schwarzerden,3
Abtweiler,3
Auen,3
Bärweiler,3
Becherbach,3
Breitenheim,3
Callbach,3
Daubach,3
Desloch,3
Hundsbach,3
Ippenschied,3
Jeckenbach,3
Kirschroth,3
Langenthal,3
Lauschied,3
Lettweiler,3
Löllbach,3
Martinstein,3
Meddersheim,3
"Meisenheim, Stadt",3
Merxheim,3
Monzingen,3
Nußbaum,3
Odernheim am Glan,2
Raumbach,3
Rehbach,3
Rehborn,3
Reiffelbach,3
Schmittweiler,3
Schweinschied,3
Seesbach,3
Staudernheim,2
Weiler bei Monzingen,3
Winterburg,3
"Bad Sobernheim, Stadt",2
Bretzenheim,2
Daxweiler,3
Dörrebach,3
Dorsheim,2
Eckenroth,3
Guldental,3
Langenlonsheim,2
Laubenheim,2
Roth,3
Rümmelsheim,2
Schöneberg,3
Schweppenhausen,3
Seibersbach,3
"Stromberg, Stadt",3
Waldlaubersheim,3
Warmsroth,3
Windesheim,3
"Idar-Oberstein, Stadt",2
"Baumholder, Stadt",3
Berglangenbach,3
Berschweiler bei Baumholder,3
Eckersweiler,3
Fohren-Linden,3
Frauenberg,3
Hahnweiler,3
Heimbach,3
Leitzweiler,3
Mettweiler,3
Reichenbach,3
Rohrbach,3
Rückweiler,3
Ruschberg,3
Abentheuer,3
Achtelsbach,3
"Birkenfeld, Stadt",2
Börfink,3
Brücken,3
Buhlenberg,3
Dambach,3
Dienstweiler,3
Elchweiler,3
Ellenberg,3
Ellweiler,3
Gimbweiler,3
Gollenberg,3
Hattgenstein,3
Hoppstädten-Weiersbach,3
Kronweiler,3
Leisel,3
Meckenbach,3
Niederbrombach,3
Niederhambach,3
Nohen,3
Oberbrombach,3
Oberhambach,3
Rimsberg,3
Rinzenberg,3
Rötsweiler-Nockenthal,3
Schmißberg,3
Schwollen,3
Siesbach,3
Sonnenberg-Winnenberg,3
Wilzenberg-Hußweiler,3
Allenbach,3
Asbach,3
Bergen,3
Berschweiler bei Kirn,3
Bollenbach,3
Breitenthal,3
Bruchweiler,3
Bundenbach,3
Dickesbach,3
Fischbach,3
Gerach,3
Gösenroth,3
Griebelschied,3
Hausen,3
Hellertshausen,3
Herborn,3
Herrstein,3
Hettenrodt,3
Hintertiefenbach,3
Horbruch,3
Hottenbach,3
Kempfeld,3
Kirschweiler,3
Krummenau,3
Mackenrodt,3
Mittelreidenbach,3
Mörschied,3
Niederhosenbach,3
Niederwörresbach,3
Oberhosenbach,3
Oberkirn,3
Oberreidenbach,3
Oberwörresbach,3
Rhaunen,3
Schauren,3
Schmidthachenbach,3
Schwerbach,3
Sensweiler,3
Sien,3
Sienhachenbach,3
Sonnschied,3
Stipshausen,3
Sulzbach,3
Veitsrodt,3
Vollmersbach,3
Weiden,3
Weitersbach,3
Wickenrodt,3
Wirschweiler,3
Langweiler,3
Beilstein,3
Bremm,3
Briedern,3
Bruttig-Fankel,3
"Cochem, Stadt",3
Dohr,3
Ediger-Eller,3
Ellenz-Poltersdorf,3
Ernst,3
Faid,3
Greimersburg,3
Klotten,3
Lieg,3
Lütz,3
Mesenich,3
Moselkern,3
Müden (Mosel),3
Nehren,3
Pommern,3
Senheim,3
Treis-Karden,3
Valwig,3
Wirfus,3
Binningen,3
Brachtendorf,3
Brieden,3
Brohl,3
Dünfus,3
Düngenheim,3
Eppenberg,3
Eulgem,3
Forst (Eifel),3
Gamlen,3
Hambuch,3
Hauroth,3
Illerich,3
Kaifenheim,3
Kail,3
"Kaisersesch, Stadt",3
Kalenborn,3
Landkern,3
Laubach,3
Masburg,3
Möntenich,3
Müllenbach,3
Roes,3
Urmersbach,3
Zettingen,3
Leienkaul,3
Alflen,3
Auderath,3
Beuren,3
Büchel,3
Filz,3
Gevenich,3
Gillenbeuren,3
Kliding,3
Lutzerath,3
Schmitt,3
"Ulmen, Stadt",3
Urschmitt,3
Wagenhausen,3
Weiler,3
Wollmerath,3
Bad Bertrich,3
Alf,3
Altlay,3
Altstrimmig,3
Blankenrath,3
Briedel,3
Bullay,3
Forst (Hunsrück),3
Grenderich,3
Haserich,3
Hesweiler,3
Liesenich,3
Mittelstrimmig,3
Moritzheim,3
Neef,3
Panzweiler,3
Peterswald-Löffelscheid,3
Pünderich,3
Reidenhausen,3
Sankt Aldegund,3
Schauren,3
Sosberg,3
Tellig,3
Walhausen,3
"Zell (Mosel), Stadt",3
"Andernach, Stadt",2
"Mayen, Stadt",2
"Bendorf, Stadt",2
Kretz,2
Kruft,2
Nickenich,2
Plaidt,2
Saffig,2
Einig,3
Gappenach,3
Gering,3
Gierschnach,3
Kalt,3
Kerben,3
Kollig,3
Lonnig,3
Mertloch,3
Naunheim,3
Ochtendung,3
Pillig,3
"Polch, Stadt",2
Rüber,3
Trimbs,3
Welling,3
Wierschem,3
"Münstermaifeld, Stadt",3
Acht,3
Anschau,3
Arft,3
Baar,3
Bermel,3
Boos,3
Ditscheid,3
Ettringen,3
Hausten,3
Herresbach,3
Hirten,3
Kehrig,3
Kirchwald,3
Kottenheim,2
Langenfeld,3
Langscheid,3
Lind,3
Luxem,3
Monreal,3
Münk,3
Nachtsheim,3
Reudelsterz,3
Sankt Johann,2
Siebenbach,3
Virneburg,3
Weiler,3
Welschenbach,3
Bell,2
"Mendig, Stadt",2
Rieden,3
Thür,2
Volkesfeld,3
Niederwerth,2
Urbar,2
"Vallendar, Stadt",2
Weitersburg,2
Bassenheim,3
Kaltenengers,2
Kettig,2
"Mülheim-Kärlich, Stadt",2
Sankt Sebastian,2
Urmitz,2
"Weißenthurm, Stadt",2
Alken,3
Brey,2
Brodenbach,3
Burgen,3
Dieblich,2
Hatzenport,3
Kobern-Gondorf,2
Löf,3
Macken,3
Niederfell,2
Nörtershausen,3
Oberfell,3
"Rhens, Stadt",2
Spay,2
Waldesch,3
Winningen,2
Wolken,3
Lehmen,3
"Neuwied, Stadt",2
Asbach,2
Neustadt (Wied),3
Windhagen,2
Buchholz (Westerwald),2
"Bad Hönningen, Stadt",2
Hammerstein,2
Leutesdorf,2
Rheinbrohl,2
"Dierdorf, Stadt",3
Großmaischeid,3
Isenburg,2
Kleinmaischeid,3
Stebach,3
Marienhausen,3
Dattenberg,2
Leubsdorf,3
"Linz am Rhein, Stadt",2
Ockenfels,2
Sankt Katharinen (Landkreis Neuwied),2
Vettelschoß,2
Kasbach-Ohlenberg,2
Dernbach,3
Döttesfeld,3
Dürrholz,2
Hanroth,3
Harschbach,3
Linkenbach,3
Niederhofen,3
Niederwambach,3
Oberdreis,3
Puderbach,3
Ratzert,3
Raubach,3
Rodenbach bei Puderbach,3
Steimel,3
Urbach,3
Woldert,3
Bruchhausen,2
Erpel,2
Rheinbreitbach,2
"Unkel, Stadt",2
Anhausen,3
Bonefeld,3
Breitscheid,3
Hausen (Wied),3
Datzeroth,3
Ehlscheid,2
Hardert,2
Hümmerich,3
Kurtscheid,3
Meinborn,3
Melsbach,2
Niederbreitbach,3
Oberhonnefeld-Gierend,2
Oberraden,2
Rengsdorf,2
Roßbach,3
Rüscheid,3
Straßenhaus,2
Thalhausen,3
Waldbreitbach,3
"Boppard, Stadt",2
Alterkülz,3
Bell (Hunsrück),3
Beltheim,3
Braunshorn,3
Buch,3
Gödenroth,3
Hasselbach,3
Hollnich,3
"Kastellaun, Stadt",2
Korweiler,3
Michelbach,3
Roth,3
Spesenroth,3
Uhler,3
Dommershausen,3
Mastershausen,3
Lahr,3
Mörsdorf,3
Zilshausen,3
Bärenbach,3
Belg,3
Büchenbeuren,3
Dickenschied,3
Dill,3
Dillendorf,3
Gehlweiler,3
Gemünden,3
Hahn,3
Hecken,3
Heinzenbach,3
Henau,3
Hirschfeld (Hunsrück),3
Kappel,3
"Kirchberg (Hunsrück), Stadt",3
Kludenbach,3
Laufersweiler,3
Lautzenhausen,3
Lindenschied,3
Maitzborn,3
Metzenhausen,3
Nieder Kostenz,3
Niedersohren,3
Niederweiler,3
Ober Kostenz,3
Raversbeuren,3
Reckershausen,3
Rödelhausen,3
Rödern,3
Rohrbach,3
Schlierschied,3
Schwarzen,3
Sohren,3
Sohrschied,3
Todenroth,3
Unzenberg,3
Wahlenau,3
Womrath,3
Woppenroth,3
Würrich,3
Altweidelbach,3
Argenthal,3
Belgweiler,3
Benzweiler,3
Bergenhausen,3
Biebern,3
Bubach,3
Budenbach,3
Dichtelbach,3
Ellern (Hunsrück),3
Erbach,3
Fronhofen,3
Holzbach,3
Horn,3
Keidelheim,2
Kisselbach,3
Klosterkumbd,3
Külz (Hunsrück),3
Kümbdchen,2
Laubach,3
Liebshausen,3
Mengerschied,3
Mörschbach,3
Mutterschied,3
Nannhausen,3
Neuerkirch,3
Niederkumbd,3
Ohlweiler,3
Oppertshausen,3
Pleizenhausen,3
Ravengiersburg,3
Rayerschied,3
Reich,3
"Rheinböllen, Stadt",3
Riegenroth,3
Riesweiler,3
Sargenroth,3
Schnorbach,3
Schönborn,3
"Simmern/ Hunsrück, Stadt",2
Steinbach,3
Tiefenbach,3
Wahlbach,3
Wüschheim,3
Badenhard,3
Bickenbach,3
Birkheim,3
Damscheid,3
Dörth,2
"Emmelshausen, Stadt",2
Gondershausen,3
Halsenbach,2
Hausbay,3
Hungenroth,3
